url_abs,asignatura,position,scraped_at
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=13651,Merchandising,4,2026-01-14T15:58:57+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=13651,Investigación de Mercados Turísticos,5,2026-01-14T15:58:57+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=14153,Introducción a la Economía de la Empresa (Organización),1,2026-01-14T15:58:58+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=14153,Introducción a la Economía de la Empresa,2,2026-01-14T15:58:58+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=14153,Introducción a la Economía de la Empresa (Organización),3,2026-01-14T15:58:58+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=3601,Marketing de Servicios,1,2026-01-14T15:58:59+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=3601,Gestión de Marcas Internacionales,2,2026-01-14T15:58:59+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=3601,Marketing Digital,3,2026-01-14T15:58:59+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=4473,Introducción a la Economía de la Empresa (Organización),1,2026-01-14T15:59:01+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=4473,Dirección Estratégica,2,2026-01-14T15:59:01+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=4473,Introducción a la Economía de la Empresa,3,2026-01-14T15:59:01+00:00
http://alojawebapps.us.es/centrosdptos/pdi/pdi.php?pdi=4473,Introducción a la Economía de la Empresa (Organización),4,2026-01-14T15:59:01+00:00
